nomor_ulasan,nama_seller,ulasan_pembeli,kelas _sentimen,,,,,,
587,GOC Shop,"barangnya sampai sesuai estimasi, warnanya bagus banget pas sama yang diinginkan. packingnya rapih pakai buble plastik jadi aman. oiya dapet pouch cantik juga... pas buat tempat make up. kurirnya juga ok. terima kasih lazada... sukses terus",positif,,,,,,
588,GOC Shop,Lipstiknya enak di pake,positif,,,,,,
589,GOC Shop,warnanya bagus. suka dgn produknya. harga bersahabat. tks.,positif,,,,,,
590,GOC Shop,"Warnanya sexy,mewah,tahan lama&gak nempel,sukaaaa bgt",positif,,,,,,
591,GOC Shop,"bagus pas sudah dipakai tahan lama pula, suka banget",positif,,,,,,
592,GOC Shop,Penggirimannya sangat cepat dan dibungkus sangat rapih. Bedaknya tidak pecah. Terima kasih Lazada. Semoga semakin baik pelayanannya??,positif,,,,,,
593,GOC Shop,"suka bgd sm bedaknya , hasilnya bnr* matte , lumayan tahan 6 jam , kena air jga ga luntur , pko.a recomend bgd buat yg muka berminyak",positif,,,,,,
594,GOC Shop,"Warnanya masuk ke skintone aku yang kuning sawo matang, bisa menutupi bekas jerawat, membuat wajah menjadi halus, dan wanginya ku sukak",positif,,,,,,
595,GOC Shop,"Barang cepet banget sampainya.. pesan tgl 12 jan, tgl 13 jan udh dtg.. kemasannya juga rapi pakai bubble wrap.. bedaknya udh dicoba, baunya enak trs juga bner bisa mahan minyak.. thx GOC shop, Lazada, & Purbasari",positif,,,,,,
596,GOC Shop,"bagusss, packingnya bagus, warnanya jg, pokonya suka deh",positif,,,,,,
597,GOC Shop,Keren dah ni serum mata. Murah. Nyari di supermarket susah. Di hypermarket juga susah. Ujung ujung nya nemu di lazada. Barang nyampe 3 hari yah lumayan lah. Packing rapih. seger bgt serum nya di kelopak mata. Thanks. Laku bgt nih barang. Sukur gue kaga keabisan. :),positif,,,,,,
598,GOC Shop,Suka Ama wanginya.favorit akuh. Manjaaaah,positif,,,,,,
599,GOC Shop,mantap jiwa,positif,,,,,,
600,GOC Shop,Enk bner dpake seger,positif,,,,,,
601,HOKI JAYA SHOP,"Waw aku suka jdi gk ribet lg pake alis nya praktis lah klw lg pas buru"" jdi gk buang"" waktu wkwkwkwk makasih banyak lazada semoga kedepan nya lebih sukses lagi",positif,,,,,,
602,HOKI JAYA SHOP,"saya suka, ini si recommanded banget .. ampuhh, sekali pakai jerawat saya langsung kempess .. saya sukaa TerimaKasihh",positif,,,,,,
603,HOKI JAYA SHOP,Kecewa banget stamp alisx pecah seharusx sebelum di kirim itu di cek dlu barangx jgn asal kirim sumpahh kecewa banget,negatif,,,,,,
604,HOKI JAYA SHOP,Barang palsu baru kali ini saya kecewa dengan lazada masa jual barang palsu Orang2 yg diluar sana saya tegaska jangan pernah beli ini barang Ini barang Palsu,negatif,,,,,,
605,HOKI JAYA SHOP,Brang tidak sesuai.. Mascaranya kosong dan tidak berisi.. Eyeliner nya keras ga ada yg bisa dipke.. Sumpah nyesel beli disini ga memuaskan sama skali,negatif,,,,,,
606,HOKI JAYA SHOP,Nympe nya cpt cmn 2 hri k bdg. Udh di cobain bgus jd lentikk murah jg krna kw tp mayan lahh di bonusin vini. Tengkyu lazada sring bgt blanja dsni gk pernh gagal. Buat klian yg mau blanja dsni jgn lupa di liat rating ama reviewnya itu nentuin bgt si toko bneran jualan bner apa nggak nya.,positif,,,,,,
607,HOKI JAYA SHOP,"Recomended banget deh pokonya buat kalian yang giginya kurang rapih, barangnya bagus & cepat sampai",positif,,,,,,
608,HOKI JAYA SHOP,"Barangnya sesuai dengan perkiraan saya, dan tidak ada lecet sedut pun dan saya sangat puas",positif,,,,,,
609,HOKI JAYA SHOP,"sabun ini bukannya bikin saya putih, malah membuat kulit saya semakin itam!!! NYESEL SAYA MEMBELI SABUN INI!!",negatif,,,,,,
610,HOKI JAYA SHOP,Seneng deh belanja di lazada .kurir nya ramah ramah .peking nya jg rapih barang datang cepet .bs bayar dirumah lg poko nya oke banget deh belanja di lazada,positif,,,,,,
611,HOKI JAYA SHOP,"Kok bargx hancur begini yahhh,tdk layak pke tolong donk packinganx lebih bagus lagi,,,sekedar saran tulis klo bahanx jangan dibanting,brg hancur dijual... Nyesal dn sngat kecewa",negatif,,,,,,
612,HOKI JAYA SHOP,Kesel. Udah kelihatan dari kemasannya palsu. Udah itu produknya dihekter bukan lengket!!!,negatif,,,,,,
613,HOKI JAYA SHOP,"Aku suka banget, gampang diaplikasikan. Soalnya baru belajar pakai eyeliner jd belajar pakai yg spidol dulu biar bagus",positif,,,,,,
614,HOKI JAYA SHOP,Pengiriman barangnya udah sampai dan sangat rapih tinggal nunggu reaksi pemakaiannya,positif,,,,,,
615,HOKI JAYA SHOP,"kereeen....pengiriman cepat .packing rapih,productnya jg ori..recomended seller pokoknya... kalo bisa untuk product hanasui ori yg lain disediakan jg yah di seller ini...biar bisa langganan...HOKICOD keren pisaaaan",positif,,,,,,
616,HOKI JAYA SHOP,"Recommended seller nih. Barang bagus pengiriman cepat sangat puas pokoknya, pulpen hadiahnya juga bagus.",positif,,,,,,
617,HOKI JAYA SHOP,"Kemasan pengiriman sangat-sangat seserhana, tapi kualitas produk terbaik maka dari itu saya beri lima bintang untuk produk ini",positif,,,,,,
618,HOKI JAYA SHOP,Tolong dong mbak jualan yg jujur. Pas di tanya di kolom komentar bilang nya tgl expired masih jauh. Ini barang nyampe expired nya 2017. Sia2 duit gw 37ribu buat ginian doang. Gak bisa kepake 1 pun,negatif,,,,,,
619,HOKI JAYA SHOP,Maskaranya palsu ya.. Masa brushnya keras banget. Harga murah sih.tapi tidak boleh nipu.kecewa konsumen.,negatif,,,,,,
620,HOKI JAYA SHOP,Barang yg saya terima palsu dan saya sudah membandingkan dengan barang milik saya yg sudah habis yg saya beli di toko,negatif,,,,,,
621,HOKI JAYA SHOP,"Produck sampai dengan selamat dan pengirimannya juga cepat, produck yg dikirim sesuai dengan deskrip gambar... terima kasih lazada..",positif,,,,,,
622,HOKI JAYA SHOP,"saya udah terima paketnya,kotak maskernya gak penyok,masih rapi,saya scan benaran asli,thx ya,nanti saya maw pesan lg dsini",positif,,,,,,
623,HOKI JAYA SHOP,"Kemasannya rapi,, kurir nya ramah,, produknya ori Warna lipstik nya sya suka bgt mksh lazada,,, mksih HOKI COD",positif,,,,,,
624,HOKI JAYA SHOP,Barangnya nyampe cepet. Lebih cepet dari perkiraan aku. Pas nyampe langsung dicoba dan maskernya top banget. Ngangkat semua komedo dan wangi. Ngga kayak produk yang lain suka bau lem. Baunya kyk shampo gitu wangi banget,positif,,,,,,
625,HOKI JAYA SHOP,barang yang diterima bagus..dan kemasan juga bagus.. sesuai dengan gambar yang ditampilkan.. cukup puas !,positif,,,,,,
626,HOKI JAYA SHOP,bagus banget gak luntur saat keringetan pokonyah bagus deh Dan puas banget sama pelayananyah,positif,,,,,,
627,HOKI JAYA SHOP,"Udah langganan belanja di lazada baru kali ini di kecewain,, beli serum hanasui kok pda pecah gni ,, tolong donk pengiriman hati2 jgn smpai barang yg di terima rusak lgi terima kasih",negatif,,,,,,
628,HOKI JAYA SHOP,"Packingnya jelek hanya plastik dan tidak rapi, kurang professional. Meski begitu produknya sesuai dengan yang dideskripsikan. Mohon tingkatkan pelayanan anda",negatif,,,,,,
629,HOKI JAYA SHOP,Sis... Kl nulis yg benar dong. Katanya maskaranya waterproff. Tp buktinya ng. Duh... Nyesel deh beli disini. Mana beli banyak lagi. Ng lagi-lagi deh..,negatif,,,,,,
630,HOKI JAYA SHOP,Nyesel parah beli ini barangnya palsu baunya aneh jadi sanksi mo belanja di lazada lgi jdi tkut dptnya palsu lagi,negatif,,,,,,
631,HOKI JAYA SHOP,"Barang sampe dgn rapi, kurir yg anter ramah, sdh sy pake, bagus dan flak sy sdh agak hilang, pokoknya sip",positif,,,,,,
632,HOKI JAYA SHOP,Terima kasih lazada n hoki cod Barang nya bagus semoga semakin jaya. Terima kasih,positif,,,,,,
633,HOKI JAYA SHOP,"KECEWA..TOLONG DI HARGAI PEMBELI YA Pengiriman COD nya cepat,,packing rapi TAPI PAS DI BUKA ...HANCUR BERANTAKAN...NIAT JUALAN GA????? APA HARUS SAYA FOTO???????????????????????????????????????????????????????????????????????????????????????????????????????????????????",negatif,,,,,,
634,HOKI JAYA SHOP,"Suka bnget adem di pakenya rekomended lah gk nyesel jarang""saya bikin ulasan ya intinya keren lah",positif,,,,,,
635,HOKI JAYA SHOP,Tampilan nya simple. Simple bgt dibawa kemana mana si sumpah.. Lembut parah brush nya lucu uniikkk. Yang bilang ini jelek. Sesuai amal ibadah itumah. Buktinya sy dapet barang bagus dan ok kok. Jgn menjatuhkan reseller... Thnks lazada,positif,,,,,,
636,HOKI JAYA SHOP,Maskaranya gak enak dipake terlalu lengket ga nempel di bulu mata jadi mubajir deh tlong kirim yg bener,negatif,,,,,,
637,HOKI JAYA SHOP,"Beda sama yg digambar. Ga nempel sama sekali. Pas dibuka hancur dah kaya bedak bayi. Nyoba pakai,kerasa pakai tepung.kecewa deehh... Pantas ajj murah.",negatif,,,,,,
638,HOKI JAYA SHOP,"Ni produk parah banget,,apaan udah beli mahal2,,isinya ky tepung terigu,,",negatif,,,,,,
639,HOKI JAYA SHOP,Sangat kecewa pas saya buka bau lilin mainan knp harus jual barang palsu jd nya saya buang ke sampah tuh,negatif,,,,,,
640,HOKI JAYA SHOP,produk ori hrga trjangkau bs bt d jual lg packing rapih pengirimn cepat thanks lazada.... smoga lariiiiis olshooop nya,positif,,,,,,
641,HOKI JAYA SHOP,pengiriman cepat.. produk bagus mudah2an cocok di muka saya.. lebih ditingkatkan lagi kalo bisa gratis ongkir yaa buat langganan..recomended,positif,,,,,,
642,HOKI JAYA SHOP,"Alhamdulillah, rezeki yg baik, barang sdh sy terima dg kondisi baik (insyaAllah kedepannya tdk ada masalah).. pesanan cepat sampai tanpa kendala.. terimakasih hoki COD dan lazada.. Jaga terus kepercayaan konsumen dan pelanggan.",positif,,,,,,
643,HOKI JAYA SHOP,barangnya bagus...cepat sampai...so far so good...bintang yang berbicara dan saya adalah pembeli bukan orang bayaran untuk membuat bagus produk tertentu...semoga membantu.,positif,,,,,,
644,HOKI JAYA SHOP,Lips nya agak berbau menyengat tekstur nya lembek kaya sudah kadaluarsa.. Sy jadi takut makainya.. Pantesan aja harga nya murah..,negatif,,,,,,
645,HOKI JAYA SHOP,"Peking jelek , eyshedow hancur tidak bisa dipake ,, tolong barang bisa di ganti jangan mengecewakan pembeli ,,",negatif,,,,,,
646,HOKI JAYA SHOP,"Tutupnya ga ad... lagi tolong d cek betul.sblm d kirim. masa di isolasi jadi""a mau d balikin ga mungkin ssah pasty... . Banyak peringatan""a..",negatif,,,,,,
647,HOKI JAYA SHOP,"enggak asli lengket kaya lilin bau nya nyengat, kalo yg asli lebih jelly bau nya enak",negatif,,,,,,
648,HOKI JAYA SHOP,Ga sesuai dengan keterangan. Barangnya g bagus. G bisa nempel sama sekali,negatif,,,,,,
649,HOKI JAYA SHOP,Baru pesan semalam. Siang ini barang sudah sampai hehe. Dari segi kualitas lumayan lah untuk harga segitu,positif,,,,,,
650,HOKI JAYA SHOP,Pengiriman sesuai .. barang ORI .. dan yang terpenting bener bener angkat komedo yang kecil kecil .. thx lazada dan reseller,positif,,,,,,
651,HOKI JAYA SHOP,"Produk sdh diterima dlm kondisi baik, meskipun kemasannya sederhana tapi cukup aman. Pengirimannnya kali ini hanya dlm tempo 1 hari sampai. Terima kasih Lazada dan seller.",positif,,,,,,
652,HOKI JAYA SHOP,"Kamu kok jual maskara yang uda kadarluasa. Bisa bisa mata aku bisa buta makai ini untung barubaku pakai sekali,belum beberapa kali.",negatif,,,,,,
653,HOKI JAYA SHOP,"eye curler diterima dalam keadaan patah, mascara juga lengket seperti barang kw",negatif,,,,,,
654,HOKI JAYA SHOP,Barang palsu! Bikin kulit gatel gatel.. Tolong lazada jangan asal terima agen donk! Di survei dulu barang ori atau tdk.. Mengecewakan!!! Yang ori ga encer kayak ini.. Ini kayak sabun di air in..,negatif,,,,,,
655,HOKI JAYA SHOP,1. tidak berbau lem ataupun menyengat 2. produk mampu mengangkat komedo dengan sangat baik 3. cepat kering 4. produk diterima sesuai tgl estimasi,positif,,,,,,
656,HOKI JAYA SHOP,Ngga pernah ngecewain belanja dilazada barang selalu sampe tepat waktu .barangnya jga bagus banget ringan dipakenya udh langgan tiap bulan selalu belanja dilazada.,positif,,,,,,
657,HOKI JAYA SHOP,Palsuu!!! Tidak ada hologram. Seperti sabun telepon batangan yang dicetak ulang dan dikasi warna hitam.kalo kena air warna hitam nya lunturr.busanya jd warna hitam.,negatif,,,,,,
658,HOKI JAYA SHOP,Sesuai dengan pesanan yang digambarkan muantaf banget dah bonusnya makasih seller dan lazada Biarkan bintamg berbicara :vv,positif,,,,,,
659,HOKI JAYA SHOP,"Barangnya bagus... Nggak ada yang cacat sma sekali karna dipacking rapi bgt oleh pihak lazada. Begitu dicoba.. Hasilnya mantap, jelas dan rapih. Nggak perlu repot2 lagi bkin2 alis.. Bentuk2 alis. Udh praktis bgt",positif,,,,,,
660,HOKI JAYA SHOP,Trima kasih Lazada.. paketnya sudah saya trima.. kualitasnya bgus dan lebih tambah menyenangkan bisa bayar dirumah..,positif,,,,,,
661,HOKI JAYA SHOP,"pengiriman cepat,packing rapi dikirim langsung dari lazada Exp Tahun 2020 barang asli masih segel Thanks HOKI COD DAN LAZADA",positif,,,,,,
662,HOKI JAYA SHOP,"Barang nyampe nya tepat waktu, packing nya juga rapih, ori, sesuai dengan pesanan",positif,,,,,,
663,HOKI JAYA SHOP,"Pengiriman standar ok,,,item sesuai d gambar,,,senang berbelanja di di lazada. Thanks lazada",positif,,,,,,
664,HOKI JAYA SHOP,Saya sangat merasa kecewa.. Karna mascara yang saya pesan dari HOKI COD ternyata pada saat saya buka isinya KOSONG.. Sama sekali tidak ada isinya.. Yg ingin di jual tempatnya aja?? Buat apa tempatnya???,negatif,,,,,,
665,HOKI JAYA SHOP,"saya kecewa bgt barang yg saya terima bener bener gabisa di pergunakan, gmna caranya return?saya mau return..",negatif,,,,,,
666,HOKI JAYA SHOP,"Barangnya palsu karena bau'a tengik, apek kemasan'a berbeda dengan yg asli. penjual di tanya apa produk ORI di jawab'a kualitas bagus tdk sesuai dgn pertanyaan",negatif,,,,,,
667,HOKI JAYA SHOP,"Barangnya palsu, ada berbau lilinnya, bibir saya jadi kering, kasar, dan gatal nyesel gw",negatif,,,,,,
668,HOKI JAYA SHOP,"Harga ckup terjangkau, kualitas jga baguzz,, gk kecewa deh",positif,,,,,,
669,HOKI JAYA SHOP,produknya cpt bgt nyampe nya.. oke deh lazada memang yg terbaik..,positif,,,,,,
670,HOKI JAYA SHOP,akhr-a psananq nympk jga dn sesuai dgan ukuran yg d psan mksi LAZADA smga sukses trus ea,positif,,,,,,
671,HOKI JAYA SHOP,Alhamdulillah pesanan saya sampai tepat waktu .. gak pernah kecewa belanja di lazada ..,positif,,,,,,
672,HOKI JAYA SHOP,Maskaranya luntur... Katanya waterproof tp saya pake terus saya wudhu maskaranya luntur,negatif,,,,,,
673,HOKI JAYA SHOP,Kecewa sekali dengan mascara ini . Masa mascara'a lengket jadi bulu mata yg atas nempel sama bulu mata yg bawa setelah pakai ini . Nyesel beli ini,negatif,,,,,,
674,HOKI JAYA SHOP,"Barang nya ada yg sobek sdkt,aturan mah di teliti dulu trs kalo ada yg rusak/sobek sdkt ganti biar pelanggan nya g kecewa",negatif,,,,,,
675,HOKI JAYA SHOP,Brng yg dikirim brng pecah ( rusak ) utk seller tlng klu jual brng dicek dulu sebelum kirim jgn brng rusak dijual. Klu pelanggan kecewa gak bakal laku lg brng kamu..kualitas itu utama masalah hrg urutan ke sepuluh.,negatif,,,,,,
676,HOKI JAYA SHOP,"ternyata gak ori..pantesan murah,kirain lagi diskon,jadi takut krn gak tau komposisi didalamnya apa!",negatif,,,,,,
677,HOKI JAYA SHOP,"baru pertama x ini saya beli produk di Lazada mengecewakan, saya pakai sabun mbak irengnya badan saya pada merah2 dan gatal2.. sabunnya juga ga ada tanda hologramnya.. sangat kecewa",negatif,,,,,,
678,HOKI JAYA SHOP,Ah sngat sangat mengecewakan..msk pensil alisny bukan viva eh glrn d coba pkek empuk bngt ngegumpal..yg bner dong.,negatif,,,,,,
679,HOKI JAYA SHOP,Barang sdah smpai lbih cpat dr estimasi waktu kirim... Terimakasih Lazada,positif,,,,,,
680,HOKI JAYA SHOP,Terima kasih atas ketelitiannya sesuai barangnya.. pertahankan ORI_Nya slalu sukses.,positif,,,,,,
681,HOKI JAYA SHOP,Untuk barang sangat memuaskan sesuai ekspektasi mantapz deh thanks Hoki Cod n Lazada,positif,,,,,,
682,HOKI JAYA SHOP,"proses pengiriman cepat, barang sesuai pesanan, kualitas terrbbbaaikkkss!! hargapun murah ;) thanks~",positif,,,,,,
683,HOKI JAYA SHOP,bagus bgtt ... dakii lngsung hempass ..ade qh jga ktagihan deh pake nyah ..pkkonyah best deh ..buatt pngiriman nyah juga cepett ..maksii lazada ..,positif,,,,,,
684,HOKI JAYA SHOP,"Mantap.... Barang bagus tidak mengecewakan. Pengiriman super cepat,pesan kmren siang besok siangnya dah sampe. Pokoknya juooss dan recommended seller. Thx lazada . Thx seller",positif,,,,,,
685,HOKI JAYA SHOP,"Kemasan yang saya terima tidak bisa saya pakai.karna packing barangnya tidak rapi,terlebih krim yang saya beli juga percuma saya beli karna krimnya blepotan kemana2.ini cukup mengecewakan buat saya",negatif,,,,,,
686,HOKI JAYA SHOP,Ga ngangkat sama sekali make udah di tebelin juga ga ngangkat!!!,negatif,,,,,,
687,HOKI JAYA SHOP,"Barang datang tepat waktu, waktu di coba sangat bagus, dan hasil yang diberikan sangat bagus, nyaman di kulit, dan segar pada saat selesai di angkat .. Wangi aroma terapinya sangat nyaman, masker yang cocok untuk perawatan",positif,,,,,,
688,HOKI JAYA SHOP,"Makasih ya Hoki shop. Barangnya sudah sampai. Cepet bgt datengny, dan dapet bonus pulpen juga. Hehehe puas",positif,,,,,,
689,HOKI JAYA SHOP,"Barang sampai sudah ditangan, pengiriman cepat, kurir ramah, packing rapih, double wrap, dan barang berhologram. Thx lazada, selalu utamakan pelayanan",positif,,,,,,
690,HOKI JAYA SHOP,Jelek bangett..... Paketnya berantakan... Sudah sobek dan barang di dalamnya sudah kebuka...,negatif,,,,,,
691,HOKI JAYA SHOP,"Barang yg datang bau tengik, entah barang palsu atau expired, nyesel sampe beli 2",negatif,,,,,,
692,HOKI JAYA SHOP,vaseline nya bau dan ketika di pakai di bibir gatel... knpa di jual kalau tdk ori,negatif,,,,,,
693,HOKI JAYA SHOP,"Produk tidak nempel,, jelek bgt kecewa sama produknya....",negatif,,,,,,
694,HOKI JAYA SHOP,"Yosh.. Udah sampe, brush nya lembut, harganya murah tapi berkualitas isinya.. Gk nyesel beli di lazada.. Thanks ya",positif,,,,,,
695,HOKI JAYA SHOP,Sesuai iklan dapet 2 botol dan masih disegel expayed nya juga masih lama lanjutkan lazada puaskan pelanggan muu....,positif,,,,,,
696,HOKI JAYA SHOP,"Jangan ada yang pesan deh,barusan barang pesanan aku nyampe, packing tanpa kotak dan cuma di bungkusnya sama plastik lazada doang,dan ternyata yang bikin kesel dan kecewa nya lagi barangnya udah kadaluarsa",negatif,,,,,,
697,HOKI JAYA SHOP,"Jumat order sabtu sore langsung nyampe, packingnya rapih msh keadaan disegel, untuk maskernya sendiri dipake ke kulit dingin, cairannya kentel dan first time semalem nyoba ketiduran pas bangun2 udh keadaan kering sempurna pas diangkat lumayan komedo yang terangkat. Big thanks reseller and lazada",positif,,,,,,
698,HOKI JAYA SHOP,"cepat sekali mengangkat kotoran yg sulit dibersihkan, dalam hitungan detik langsung bersih, oke banget",positif,,,,,,
699,HOKI JAYA SHOP,Terimakasih.. paket sampe dengan cepat.. kemasan rapi dan serum aman. Kurir juga sangat ramah.. terimakasih lazada,positif,,,,,,
700,HOKI JAYA SHOP,Maskaranya bukan maybelline asli!!!! Jangan bikin maskara palsu dong mba!!!! Saya mending beli mahal dikit tapi ori ini 34rb tetep aja palsu bukan asli!!!!!!,negatif,,,,,,
701,HOKI JAYA SHOP,Ini buat alis apa bedak.!!! Ada cetakan alis juga buat apa g nempel. Langganan dah berapa tahun tapi akhirnya kecewa juga. Mahal doang. Pake ongkir ga ada kualitas gk bermutu.!!!!,negatif,,,,,,
